start_time_ticks,duration_ticks,midi_number,velocity,note_name,frequency_hz,original_mz,original_intensity,retention_time,start_time_seconds,duration_seconds
35640,960,88,34,E,1318.5102276514797,273.0,115948827.0,0.37136411861362195,44.55,1.2
35640,720,74,20,D,587.3295358348151,621.0,74563.0,0.37099719365749007,44.55,0.9
35640,960,92,20,G#,1661.2187903197803,160.0,6368862.0,0.3712866271665688,44.55,1.2
35880,720,92,20,G#,1661.2187903197803,133.0,459282.0,0.37344078809830505,44.85,0.9
36120,720,76,20,E,659.2551138257398,565.0,203327.0,0.375955956265124,45.15,0.9
36120,960,92,20,G#,1661.2187903197803,131.0,116716.0,0.37650946793580486,45.15,1.2
36240,720,76,20,E,659.2551138257398,589.0,75664.0,0.3770706490818202,45.3,0.9
36240,960,92,20,G#,1661.2187903197803,161.00000000000003,858940.0,0.37708051997361225,45.3,1.2
36480,960,88,21,E,1318.5102276514797,258.0,9078025.0,0.3800049510929343,45.6,1.2
36480,960,88,24,E,1318.5102276514797,243.99999999999997,38214373.0,0.3799655459492866,45.6,1.2
36600,960,82,20,A#,932.3275230361797,429.0,2719268.0,0.3818350704908973,45.75,1.2
36840,960,90,20,F#,1479.9776908465376,196.99999999999997,595165.0,0.38415380875146526,46.05,1.2
36960,960,86,20,D,1174.65907166963,297.0,2315051.0,0.38446690252242777,46.2,1.2
36960,960,90,20,F#,1479.9776908465376,187.0,231034.0,0.3851953075500882,46.2,1.2
37200,960,90,20,F#,1479.9776908465376,211.00000000000006,345402.0,0.3871467820877739,46.5,1.2
37320,960,90,20,F#,1479.9776908465376,216.0,2571652.0,0.38876865595919397,46.65,1.2
37560,960,86,20,D,1174.65907166963,333.0,2490419.0,0.39163479621762803,46.95,1.2
37560,960,74,20,D,587.3295358348151,610.0,3775990.0,0.3917482471196518,46.95,1.2
37920,960,72,20,C,523.2511306011972,664.0000000000001,453605.0,0.3944201988578118,47.4,1.2
38040,960,78,20,F#,739.9888454232688,515.0,3906539.0,0.3959783704993862,47.55,1.2
38040,960,90,20,F#,1479.9776908465376,231.0,7541105.0,0.3960701483037883,47.55,1.2
38040,960,84,20,C,1046.5022612023945,345.0,4062199.0,0.39634282423769995,47.55,1.2
38040,960,86,20,D,1174.65907166963,340.00000000000006,527148.0,0.3964022657084841,47.55,1.2
38040,720,80,20,G#,830.6093951598903,485.0,75761.0,0.3956775338555134,47.55,0.9
38040,960,88,20,E,1318.5102276514797,240.0,1303436.0,0.3956940681279043,47.55,1.2
38040,960,80,20,G#,830.6093951598903,466.0,1848055.0,0.3968022633415461,47.55,1.2
38280,960,84,20,C,1046.5022612023945,365.0,5238586.0,0.39836024176305085,47.85,1.2
38280,960,74,20,D,587.3295358348151,608.0,406956.0,0.39913193060915625,47.85,1.2
38280,960,88,20,E,1318.5102276514797,267.00000000000006,3884960.0,0.3996344153930464,47.85,1.2
38400,960,76,20,E,659.2551138257398,561.0,643353.0,0.4003984134728634,48.0,1.2
38520,960,88,32,E,1318.5102276514797,241.0,102898788.0,0.4017045439963555,48.15,1.2
38520,960,72,20,C,523.2511306011972,673.0,639561.0,0.4012844542168781,48.15,1.2
38760,960,86,21,D,1174.65907166963,325.0,11033385.0,0.40357854688395334,48.45,1.2
38760,960,88,20,E,1318.5102276514797,251.99999999999994,328210.0,0.40421884806879205,48.45,1.2
38760,960,80,20,G#,830.6093951598903,465.0,6411637.0,0.4033440408002573,48.45,1.2
39000,960,80,20,G#,830.6093951598903,464.00000000000006,1874122.0,0.4062088541973447,48.75,1.2
39240,960,86,21,D,1174.65907166963,313.0,14188667.0,0.4082935242240757,49.05,1.2
39240,960,74,20,D,587.3295358348151,613.0000000000001,933046.0,0.40885090203750113,49.05,1.2
39240,960,84,21,C,1046.5022612023945,343.00000000000006,10304720.0,0.4092935003119657,49.05,1.2
39360,960,84,20,C,1046.5022612023945,355.0,4668097.0,0.40995030289950485,49.2,1.2
39360,960,78,20,F#,739.9888454232688,536.0000000000001,733313.0,0.40954957180679386,49.2,1.2
39360,720,66,20,F#,369.9944227116344,852.0,63913.0,0.4099440483769297,49.2,0.9
39480,960,82,21,A#,932.3275230361797,427.0,14723755.0,0.41066018085721856,49.35,1.2
39480,960,88,21,E,1318.5102276514797,263.0,8797333.0,0.41187761335807793,49.35,1.2
39600,960,80,20,G#,830.6093951598903,463.00000000000006,6537120.0,0.4124811107739749,49.5,1.2
39720,960,84,28,C,1046.5022612023945,353.00000000000006,69461911.0,0.4138485547154472,49.65,1.2
39720,960,78,20,F#,739.9888454232688,500.9999999999999,955280.0,0.414349086443741,49.65,1.2
39840,720,80,20,G#,830.6093951598903,448.0,400083.0,0.4149324731356625,49.8,0.9
39960,960,80,20,G#,830.6093951598903,471.00000000000006,2130370.0,0.41626792213325087,49.95,1.2
40080,960,88,28,E,1318.5102276514797,259.0,63842129.0,0.41799878463924417,50.1,1.2
40200,960,88,28,E,1318.5102276514797,285.0,66719156.0,0.41826474868700614,50.25,1.2
40200,960,90,20,F#,1479.9776908465376,194.0,947691.0,0.4191456698490549,50.25,1.2
40320,960,88,21,E,1318.5102276514797,260.0,13918815.0,0.4195192931895799,50.4,1.2
40560,960,90,20,F#,1479.9776908465376,212.0,20558.0,0.4220885729907053,50.7,1.2
41040,960,86,21,D,1174.65907166963,288.0,8943231.0,0.42716224035137396,51.3,1.2
41040,960,80,20,G#,830.6093951598903,467.00000000000017,573276.0,0.4277196471157027,51.3,1.2
41160,960,84,21,C,1046.5022612023945,371.0,14657469.0,0.42924353968855133,51.45,1.2
41400,960,80,20,G#,830.6093951598903,450.99999999999994,1516420.0,0.4310008842226594,51.75,1.2
41400,960,88,20,E,1318.5102276514797,263.99999999999994,925595.0,0.4311098019018109,51.75,1.2
41520,960,88,21,E,1318.5102276514797,241.99999999999997,14463167.0,0.43304907396822656,51.9,1.2
41880,960,94,20,A#,1864.6550460723597,117.0,126358.0,0.4366152775622347,52.35,1.2
42000,960,86,20,D,1174.65907166963,290.00000000000006,1618685.0,0.4377936276237351,52.5,1.2
42480,960,84,21,C,1046.5022612023945,373.0,10530743.0,0.4427164353158165,53.1,1.2
42480,960,80,20,G#,830.6093951598903,471.99999999999994,437952.0,0.44309087211596626,53.1,1.2
42720,960,80,20,G#,830.6093951598903,449.0000000000001,880169.0,0.44534249042625557,53.4,1.2
42720,960,88,20,E,1318.5102276514797,272.0,2069643.0,0.4450650130969635,53.4,1.2
42840,960,86,20,D,1174.65907166963,314.0,1897681.0,0.44649056022363426,53.55,1.2
42960,960,84,20,C,1046.5022612023945,367.00000000000006,4323902.0,0.44716661491349297,53.7,1.2
42960,960,86,20,D,1174.65907166963,308.0,1464333.0,0.4476610904758558,53.7,1.2
42960,960,86,20,D,1174.65907166963,302.0,1574072.0,0.4479704265773386,53.7,1.2
43080,960,78,20,F#,739.9888454232688,504.99999999999994,559306.0,0.44831895835950425,53.85,1.2
43320,960,84,20,C,1046.5022612023945,350.0,1585162.0,0.45105218970849725,54.15,1.2
